TIME,YEAR,GEO,UNIT,TRA_MEAS,PARTNER,Value,Flag and Footnotes,MONTH
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Belgique,186,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Bulgarie,956,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Tchéquie,31,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Danemark,750,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Allemagne,4169,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Irlande,413,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Grèce,1131,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Espagne,11316,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),France,3095,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Croatie,185,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Italie,6440,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Lettonie,38,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Lituanie,1,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Luxembourg,3,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Hongrie,18,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Malte,525,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Pays-Bas,2216,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Autriche,1818,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Pologne,1517,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Portugal,3147,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Roumanie,2733,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Slovaquie,4,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Finlande,540,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Suède,514,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Suisse,2422,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Royaume-Uni,3797,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Macédoine du Nord,164,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Serbie,52,,2
2021M02,2021,Belgique,Passager,Passagers à bord (arrivées),Turquie,4091,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Belgique,1383,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Tchéquie,420,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Danemark,928,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Allemagne,16061,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Irlande,1157,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Grèce,1091,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Espagne,3392,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),France,3661,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Italie,3104,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Chypre,1641,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Malte,867,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Pays-Bas,5115,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Autriche,4833,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Pologne,776,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Roumanie,654,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Suisse,874,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Royaume-Uni,18685,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Serbie,5,,2
2021M02,2021,Bulgarie,Passager,Passagers à bord (arrivées),Turquie,4732,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Belgique,29,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Bulgarie,694,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Tchéquie,628,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Allemagne,2278,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Grèce,71,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Espagne,3443,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),France,2611,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Croatie,10,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Italie,23,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Lituanie,8,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Hongrie,5,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Pays-Bas,3600,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Autriche,13,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Pologne,295,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Portugal,379,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Roumanie,11,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Slovaquie,12,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Finlande,183,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Suède,481,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Suisse,637,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Royaume-Uni,1242,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Serbie,10,,2
2021M02,2021,Tchéquie,Passager,Passagers à bord (arrivées),Turquie,2254,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Belgique,646,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Bulgarie,466,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Danemark,3366,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Allemagne,3179,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Irlande,4,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Grèce,321,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Espagne,2295,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),France,3982,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Croatie,221,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Italie,798,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Lettonie,287,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Lituanie,478,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Pays-Bas,5312,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Autriche,923,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Pologne,995,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Portugal,78,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Roumanie,1241,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Finlande,836,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Suède,1400,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Islande,1350,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Norvège,3280,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Suisse,1040,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Royaume-Uni,1386,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Serbie,405,,2
2021M02,2021,Danemark,Passager,Passagers à bord (arrivées),Turquie,2381,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Belgique,4823,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Bulgarie,10772,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Tchéquie,1573,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Danemark,3810,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Allemagne,1473,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Estonie,2639,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Irlande,1260,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Grèce,13825,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Espagne,65169,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),France,15421,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Croatie,4365,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Italie,19507,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Chypre,630,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Lettonie,2359,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Lituanie,3045,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Luxembourg,249,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Hongrie,5650,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Malte,2016,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Pays-Bas,11980,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Autriche,15505,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Pologne,10503,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Portugal,2410,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Roumanie,9092,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Slovénie,796,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Finlande,5926,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Suède,11617,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Islande,752,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Norvège,3720,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Suisse,11792,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Royaume-Uni,7152,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Monténégro,491,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Macédoine du Nord,5067,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Serbie,6130,,2
2021M02,2021,Allemagne,Passager,Passagers à bord (arrivées),Turquie,80154,,2
2021M02,2021,Estonie,Passager,Passagers à bord (arrivées),Allemagne,2516,,2
2021M02,2021,Estonie,Passager,Passagers à bord (arrivées),Estonie,913,,2
2021M02,2021,Estonie,Passager,Passagers à bord (arrivées),Espagne,680,,2
2021M02,2021,Estonie,Passager,Passagers à bord (arrivées),Lettonie,325,,2
2021M02,2021,Estonie,Passager,Passagers à bord (arrivées),Pays-Bas,438,,2
2021M02,2021,Estonie,Passager,Passagers à bord (arrivées),Pologne,605,,2
2021M02,2021,Estonie,Passager,Passagers à bord (arrivées),Slovénie,30,,2
2021M02,2021,Estonie,Passager,Passagers à bord (arrivées),Finlande,3130,,2
2021M02,2021,Estonie,Passager,Passagers à bord (arrivées),Suède,972,,2
2021M02,2021,Estonie,Passager,Passagers à bord (arrivées),Norvège,243,,2
2021M02,2021,Estonie,Passager,Passagers à bord (arrivées),Royaume-Uni,213,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Belgique,445,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Bulgarie,609,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Allemagne,1765,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Irlande,223,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Espagne,5497,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),France,3898,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Italie,1067,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Lettonie,328,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Lituanie,953,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Hongrie,1029,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Pays-Bas,5162,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Pologne,3769,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Portugal,1392,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Roumanie,2399,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Finlande,161,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Suède,467,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Suisse,140,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Royaume-Uni,9694,,2
2021M02,2021,Irlande,Passager,Passagers à bord (arrivées),Turquie,2367,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Belgique,870,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Bulgarie,805,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Tchéquie,47,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Danemark,326,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Allemagne,11706,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Grèce,1129,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Espagne,421,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),France,2635,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Croatie,4,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Italie,2312,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Chypre,6793,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Lettonie,25,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Luxembourg,296,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Malte,63,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Pays-Bas,3974,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Autriche,1698,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Pologne,331,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Portugal,67,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Roumanie,1382,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Slovaquie,1,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Suède,446,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Suisse,2496,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Royaume-Uni,3462,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Monténégro,3,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Macédoine du Nord,3,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Serbie,406,,2
2021M02,2021,Grèce,Passager,Passagers à bord (arrivées),Turquie,29,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Belgique,10089,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Bulgarie,1848,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Tchéquie,4646,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Danemark,2500,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Allemagne,67806,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Estonie,955,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Irlande,4181,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Grèce,581,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Espagne,4081,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),France,72871,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Croatie,38,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Italie,34889,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Chypre,251,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Lettonie,30,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Lituanie,1653,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Luxembourg,5425,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Hongrie,59,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Malte,522,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Pays-Bas,20814,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Autriche,3710,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Pologne,7304,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Portugal,10043,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Roumanie,6663,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Slovénie,180,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Slovaquie,11,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Finlande,887,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Suède,8435,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Islande,500,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Norvège,781,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Suisse,14562,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Royaume-Uni,14774,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Monténégro,2,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Serbie,27,,2
2021M02,2021,Espagne,Passager,Passagers à bord (arrivées),Turquie,323,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Belgique,3282,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Bulgarie,2384,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Tchéquie,2116,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Danemark,3414,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Allemagne,11723,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Estonie,4,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Irlande,3196,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Grèce,2813,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Espagne,59828,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),France,12666,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Croatie,1042,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Italie,25789,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Chypre,15,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Lettonie,888,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Lituanie,443,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Luxembourg,1574,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Hongrie,225,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Malte,1118,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Pays-Bas,14180,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Autriche,2392,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Pologne,3684,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Portugal,25514,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Roumanie,7469,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Slovaquie,14,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Finlande,1287,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Suède,5609,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Norvège,1028,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Suisse,15256,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Royaume-Uni,12636,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Macédoine du Nord,2690,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Serbie,2596,,2
2021M02,2021,France,Passager,Passagers à bord (arrivées),Turquie,17005,,2
2021M02,2021,Croatie,Passager,Passagers à bord (arrivées),Belgique,139,,2
2021M02,2021,Croatie,Passager,Passagers à bord (arrivées),Bulgarie,2,,2
2021M02,2021,Croatie,Passager,Passagers à bord (arrivées),Danemark,205,,2
2021M02,2021,Croatie,Passager,Passagers à bord (arrivées),Allemagne,4094,,2
2021M02,2021,Croatie,Passager,Passagers à bord (arrivées),Espagne,28,,2
2021M02,2021,Croatie,Passager,Passagers à bord (arrivées),France,1143,,2
2021M02,2021,Croatie,Passager,Passagers à bord (arrivées),Croatie,69,,2
2021M02,2021,Croatie,Passager,Passagers à bord (arrivées),Italie,340,,2
2021M02,2021,Croatie,Passager,Passagers à bord (arrivées),Pays-Bas,2603,,2
2021M02,2021,Croatie,Passager,Passagers à bord (arrivées),Roumanie,32,,2
2021M02,2021,Croatie,Passager,Passagers à bord (arrivées),Suisse,460,,2
2021M02,2021,Croatie,Passager,Passagers à bord (arrivées),Royaume-Uni,183,,2
2021M02,2021,Croatie,Passager,Passagers à bord (arrivées),Macédoine du Nord,234,,2
2021M02,2021,Croatie,Passager,Passagers à bord (arrivées),Serbie,248,,2
2021M02,2021,Croatie,Passager,Passagers à bord (arrivées),Turquie,2086,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Belgique,6856,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Bulgarie,1890,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Tchéquie,16,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Danemark,1029,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Allemagne,18187,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Estonie,2,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Irlande,1026,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Grèce,3061,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Espagne,35671,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),France,30480,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Croatie,258,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Italie,30002,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Chypre,10,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Lettonie,434,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Luxembourg,2092,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Hongrie,29,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Malte,4250,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Pays-Bas,14309,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Autriche,2917,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Pologne,2162,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Portugal,3214,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Roumanie,7621,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Slovénie,5,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Slovaquie,2,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Finlande,747,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Suède,210,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Suisse,4015,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Royaume-Uni,10070,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Serbie,51,,2
2021M02,2021,Italie,Passager,Passagers à bord (arrivées),Turquie,26409,,2
2021M02,2021,Chypre,Passager,Passagers à bord (arrivées),Bulgarie,452,,2
2021M02,2021,Chypre,Passager,Passagers à bord (arrivées),Tchéquie,1,,2
2021M02,2021,Chypre,Passager,Passagers à bord (arrivées),Allemagne,782,,2
2021M02,2021,Chypre,Passager,Passagers à bord (arrivées),Grèce,7741,,2
2021M02,2021,Chypre,Passager,Passagers à bord (arrivées),Espagne,7,,2
2021M02,2021,Chypre,Passager,Passagers à bord (arrivées),France,14,,2
2021M02,2021,Chypre,Passager,Passagers à bord (arrivées),Italie,9,,2
2021M02,2021,Chypre,Passager,Passagers à bord (arrivées),Lettonie,1,,2
2021M02,2021,Chypre,Passager,Passagers à bord (arrivées),Malte,8,,2
2021M02,2021,Chypre,Passager,Passagers à bord (arrivées),Pays-Bas,4,,2
2021M02,2021,Chypre,Passager,Passagers à bord (arrivées),Autriche,823,,2
2021M02,2021,Chypre,Passager,Passagers à bord (arrivées),Pologne,2,,2
2021M02,2021,Chypre,Passager,Passagers à bord (arrivées),Roumanie,211,,2
2021M02,2021,Chypre,Passager,Passagers à bord (arrivées),Finlande,84,,2
2021M02,2021,Chypre,Passager,Passagers à bord (arrivées),Suisse,19,,2
2021M02,2021,Chypre,Passager,Passagers à bord (arrivées),Royaume-Uni,1038,,2
2021M02,2021,Chypre,Passager,Passagers à bord (arrivées),Serbie,204,,2
2021M02,2021,Lettonie,Passager,Passagers à bord (arrivées),Belgique,48,,2
2021M02,2021,Lettonie,Passager,Passagers à bord (arrivées),Danemark,484,,2
2021M02,2021,Lettonie,Passager,Passagers à bord (arrivées),Allemagne,2396,,2
2021M02,2021,Lettonie,Passager,Passagers à bord (arrivées),Estonie,470,,2
2021M02,2021,Lettonie,Passager,Passagers à bord (arrivées),Irlande,277,,2
2021M02,2021,Lettonie,Passager,Passagers à bord (arrivées),Grèce,25,,2
2021M02,2021,Lettonie,Passager,Passagers à bord (arrivées),France,588,,2
2021M02,2021,Lettonie,Passager,Passagers à bord (arrivées),Italie,255,,2
2021M02,2021,Lettonie,Passager,Passagers à bord (arrivées),Lituanie,944,,2
2021M02,2021,Lettonie,Passager,Passagers à bord (arrivées),Pays-Bas,2011,,2
2021M02,2021,Lettonie,Passager,Passagers à bord (arrivées),Autriche,30,,2
2021M02,2021,Lettonie,Passager,Passagers à bord (arrivées),Finlande,435,,2
2021M02,2021,Lettonie,Passager,Passagers à bord (arrivées),Suède,783,,2
2021M02,2021,Lettonie,Passager,Passagers à bord (arrivées),Islande,74,,2
2021M02,2021,Lettonie,Passager,Passagers à bord (arrivées),Norvège,591,,2
2021M02,2021,Lettonie,Passager,Passagers à bord (arrivées),Suisse,231,,2
2021M02,2021,Lettonie,Passager,Passagers à bord (arrivées),Royaume-Uni,974,,2
2021M02,2021,Lituanie,Passager,Passagers à bord (arrivées),Danemark,628,,2
2021M02,2021,Lituanie,Passager,Passagers à bord (arrivées),Allemagne,3254,,2
2021M02,2021,Lituanie,Passager,Passagers à bord (arrivées),Irlande,943,,2
2021M02,2021,Lituanie,Passager,Passagers à bord (arrivées),Espagne,1320,,2
2021M02,2021,Lituanie,Passager,Passagers à bord (arrivées),France,398,,2
2021M02,2021,Lituanie,Passager,Passagers à bord (arrivées),Italie,1,,2
2021M02,2021,Lituanie,Passager,Passagers à bord (arrivées),Lettonie,809,,2
